Epoch,Training Loss,Validation Loss
1,0.46073980615879395,0.36715633454078284
2,0.33764723216651854,0.3292605443632501
3,0.3055425921130384,0.31774398109444185
4,0.2848404464909154,0.29614364590807857
5,0.26985518310545514,0.2905464837245452
6,0.2567024627116331,0.2764575106262142
7,0.24624592149169355,0.26885264819707627
8,0.23589247702805066,0.265516580190414
9,0.22590931791776944,0.2604065200467395
10,0.21709279642465107,0.25844303433100385
11,0.20826974965486772,0.2549506911131052
12,0.19983029008509426,0.2511384469168818
13,0.19203051321757825,0.25087336558256396
14,0.18368983770517203,0.24953615094351972
15,0.1759125535327145,0.25326234055686203
16,0.16919418644755654,0.24779430462865748
17,0.1621284696942381,0.24719385039500702
18,0.15555653321023,0.2489180987961272
19,0.14939384007759585,0.25152903441791863
20,0.1435844688122089,0.24762659737187573
