Epoch,Training Loss,Validation Loss
1,101.33590058899674,0.39423568087561517
2,0.360645718252557,0.34940592114334434
3,0.31742686703279827,0.3185564417716784
4,0.2933033224199572,0.30454503658286525
5,0.27607939072674154,0.29743103819627026
6,0.26180884439272756,0.284507717570688
7,0.24960189996934004,0.2710485309107691
8,0.2444331320096964,0.27128747610556775
9,0.22883516700179488,0.26593250201604307
10,0.21962443441067667,0.2621978721333365
11,0.21052851816684093,0.2551762246820662
12,0.20205563662941978,0.25664560419881444
13,0.19439338758188776,0.2583745245984477
14,0.18610945186363667,0.25019736405417453
15,0.17856125802647355,0.25154676475178483
16,0.17142643310174643,0.25492942410248975
17,0.16464106860058939,0.25271622282113787
18,0.15829394344950673,0.25260534203358187
19,0.15205644003740404,0.2487513566312627
20,0.1462299568657182,0.250974148421206
