Epoch,Training Loss,Validation Loss
1,0.4877307049298898,0.38603548165875623
2,0.3524397028560312,0.33406467092546643
3,0.31471445205625986,0.3196318699742994
4,1.8378529198874776,1.0015884334531604
5,1.000936689595823,0.9999824579108475
6,1.000200760056694,1.0000020859954704
7,1.0001705585365621,0.9999751507318937
8,1.0001414164738778,0.9999410153780228
9,1.0001266299810165,1.0001091974413292
10,1.000122227684521,1.0001163567681597
11,1.000119490910935,1.0000788285304338
12,1.000120745812658,0.9999200938868726
13,1.0001142415761268,1.0000529848571516
14,1.0000982325991334,0.9999277042242197
15,1.000103842734747,1.000041549136496
16,1.0001009388613904,0.9999695377594385
17,1.0000936854756455,0.9999389914610447
18,1.0000928221596612,0.9999570818844005
19,1.000089477459997,0.9999340184733398
20,1.0000871088932721,0.9999690373045766
